식당명,주소,콜키지,병수제한,잔지원,전화번호,위도,경도,마지막확인
육식예찬,서울특별시 구로구 디지털로32나길 17-19 2층,무료,1,N,02-865-7722,37.4840815,126.9000494,
샤블리,서울특별시 성동구 서울숲4길 28 2층,무료,,N,02-511-8867,37.5469189,127.0438522,
창고43 상암점,서울특별시 마포구 매봉산로 75 DDMC 타워 2층,무료,,N,02-303-4343,37.5784517,126.8928993,
뚝심한우 시청점,서울특별시 중구 통일로2길 16 AIA Tower B1,무료,,N,02-6190-5001,37.5609019,126.9716559,
돈오락쪽갈비 수영점,부산광역시 수영구 수영로725번길 24 동아빌딩 2층,무료,,N,051-754-8292,35.1688534,129.1176113,
마구로슈토,서울특별시 송파구 양재대로62길 44 2층,무료,,N,02-400-0865,37.4962127,127.1202669,
성산왕갈비,서울특별시 마포구 월드컵북로 233 성산시영아파트내 상가,무료,,N,02-306-2001,37.5699416,126.9032687,
하루루(Haruru),경기도 성남시 수정구 위례동로 141 1층 108호,무료,,N,02-512-1002,37.4725175,127.1501848,
우가,서울특별시 종로구 종로 198-2,무료,,N,02-6272-2223,37.5706824,126.9997502,
창고43 여의강변점,서울특별시 영등포구 여의서로 43 한서리버파크 3층,무료,,N,02-782-9222,37.5307751,126.9248935,
그랑한우,서울특별시 강서구 마곡중앙6로 66 퀸즈파크텐 2층 220호,무료,,N,031-996-8188,37.559783,126.8345786,
효자한우,전북특별자치도 전주시 완산구 홍산북로 17-5,무료,,N,063-222-9592,35.8178961,127.1035628,
경남상회,서울특별시 중구 을지로32길 36-14,무료,,N,051-246-5808,37.5649667,126.9996,
신기루황소곱창구이,서울특별시 관악구 관악로13길 25,무료,,N,02-887-5000,37.479279,126.9507406,
청기와타운 교대점,서울특별시 서초구 서초대로48길 33 1층,무료,,N,,37.4915093,127.0118833,
함스갈비집 가락본점,서울특별시 송파구 송이로20길 12-5 1층,무료,,N,02-415-6292,37.495989,127.1198276,
푸른목장,서울특별시 관악구 남부순환로230길 9,무료,,N,02-471-9277,37.4797013,126.9555125,
초심한우,서울특별시 강남구 언주로148길 27 1층，2층,무료,,N,031-8017-8880,37.5209739,127.0366734,
화포식당 다산신도시점,경기도 남양주시 다산중앙로123번길 7-14 퍼스트타워 2층 207호,무료,,N,031-552-9293,37.62303,127.1525208,
쉐플로(Chez Flo) 도곡점,서울특별시 강남구 논현로36길 29 1층 쉐플로,무료,,N,02-574-7010,37.4851669,127.04424,
진스시,서울특별시 서초구 강남대로43길 22-2 1층， 2층,무료,,N,054-277-2122,37.4875452,127.0310943,
소가횟집,서울특별시 강남구 논현로30길 25,무료,,N,02-574-6509,37.4841235,127.0439444,
육품,서울특별시 서초구 강남대로65길 12 2층 육품,무료,,N,070-4821-1044,37.5005224,127.0247456,
방죽물집,인천광역시 중구 선녀바위로 15 방죽물집,무료,,N,032-746-5579,37.4433663,126.3762792,
숙성명작,인천광역시 서구 담지로8번길 14 1층 전체 및 무인주차장,무료,,N,032-566-9298,37.5307834,126.6611917,
창고43 목동점,서울특별시 양천구 목동서로 159-1 CBS빌딩 1층,무료,,N,02-2653-0043,37.5282198,126.8750047,
고구려양고기,서울특별시 영등포구 당산로48길 8 1층 고구려양고기,무료,,N,02-2676-4337,37.5344667,126.9032239,
어울더울 청계산점,경기도 성남시 수정구 청계산로 462,무료,,N,031-758-3313,37.430562,127.073651,
안젤리코,경기도 성남시 중원구 갈마치로 215 A동310호,무료,,N,051-625-1007,37.4334493,127.1733313,
고려의 숲,경상북도 포항시 남구 이동로7번길 58,무료,,N,054-278-7030,36.0363737,129.3335419,
상아횟집,강원특별자치도 속초시 중앙로147번길 16 지하층60~65,무료,,N,033-637-7732,38.2045153,128.5902362,
퓨전선술집,서울특별시 마포구 월드컵로1길 7,무료,,N,02-335-4764,37.5494842,126.9124381,
우아하계,인천광역시 서구 완정로10번길 16 1층 101， 102， 103호,무료,,N,,37.5955641,126.6738099,
차이린,서울특별시 강남구 삼성로112길 10 nrm빌라,무료,,N,02-543-2847,37.5146787,127.0533014,
에르바(ERBA),서울특별시 강남구 논현로155길 11 동란빌딩 1층 에르바,무료,,N,02-543-6699,37.521752,127.0271451,
오늘잡은안동갈비,서울특별시 강남구 도산대로25길 47 1층,무료,,N,02-3445-1144,37.5225931,127.0257061,
우마블,경기도 성남시 분당구 정자일로 135 푸르지오 3차 101호 우마블,무료,,N,031-726-4020,37.3626803,127.1056826,
밥상위의 한우 혁신점,전북특별자치도 완주군 이서면 오공로 11-13 1동 2층,무료,,N,063-236-0121,35.8368443,127.0565713,
노블하우스,서울특별시 용산구 후암로28라길 3,무료,,N,053-323-7753,37.5496108,126.9796392,
새벽숯불가든,서울특별시 마포구 양화로1길 38 대운행복아파트,무료,,N,02-388-9589,37.5503821,126.9105797,
씨푸드박스,서울특별시 강동구 구천면로 149 호성빌딩 1층 뒷편,무료,,N,010-9920-4474,37.5423175,127.1216972,
혜비수참치,서울특별시 영등포구 국제금융로6길 33 여의도백화점 7층,무료,,N,02-761-9004,37.5207575,126.9269566,
돈블랑 해운대점,부산광역시 해운대구 달맞이길62번길 28,무료,,N,051-747-8215,35.158973,129.1704943,
스시153,서울특별시 영등포구 당산로36길 5-1 1층,무료,,N,051-632-5153,37.5282869,126.8984487,
이가네흑돼지,경기도 용인시 수지구 신수로 767 유타워 136호,무료,,N,031-525-3323,37.3387845,127.1013872,
우미학,서울특별시 강남구 압구정로30길 51,무료,,N,02-518-2213,37.5239078,127.0294669,
뜨랑한우 노은본점,대전광역시 유성구 노은동로75번길 48,무료,,N,042-822-8566,36.3674089,127.3208743,
미카도스시 분당정자점,경기도 성남시 분당구 느티로 16 젤존타워 1층,무료,,N,031-712-5656,37.3682326,127.1061942,
백호양대창,서울특별시 동작구 동작대로25길 30 1층 백호양대창,무료,,N,,37.4858369,126.9806264,
식껍 서초직영점,서울특별시 서초구 효령로 424 1층 식껍서초직영점,무료,,N,,37.4887834,127.0301843,
착한고깃간 부영,강원특별자치도 속초시 엑스포로1길 20 착한고깃간부영,무료,,N,033-636-9255,38.1908387,128.5880607,
골목회포차,대전광역시 동구 대전로 643-1 우측상가,무료,,N,010-5486-7656,36.3179309,127.4392352,
강서면옥 압구정점,서울특별시 강남구 언주로164길 19 강서면옥,무료,,N,02-3445-0092,37.5255925,127.035163,
표량,서울특별시 서초구 서운로 133 2층 중식당표량,무료,,N,010-3086-8998,37.4953495,127.0248019,
하오차이,서울특별시 서초구 효령로 260,무료,1,N,02-523-2700,37.4840979,127.01267,
제일복집,서울특별시 구로구 중앙로15길 29,무료,,N,02-2683-2481,37.506272,126.858226,
한와담 블랙,서울특별시 종로구 우정국로 26 센트로폴리스 A동 2층,무료,,N,02-749-1105,37.5713415,126.9839467,
케르반 파미에스테이션,서울특별시 서초구 사평대로 205 2층 에프피 216호,무료,,N,02-6282-4767,37.5034619,127.0050687,
남다른감자탕 학동사거리점,서울특별시 강남구 선릉로145길 21 1층,무료,,N,02-542-2110,37.5211227,127.0378142,
가능식당,서울특별시 강서구 마곡중앙로 161-8 두산더랜드파크 D동 203호,무료,,N,02-6989-8880,37.5690724,126.8271388,
정육공방,서울특별시 강남구 도산대로30길 24,무료,,N,010-4939-2605,37.5183464,127.0299473,
산구,경상남도 창원시 성산구 가양로 88,무료,,N,051-741-3949,35.2085093,128.7026701,
양동이,경기도 고양시 덕양구 솔밭1길 30-9 1층,무료,,N,031-963-9635,37.6529759,126.8745496,
육지,서울특별시 마포구 독막로3길 34 1F,무료,,N,,37.5497526,126.9174073,
삼다옥1947 목동점,서울특별시 양천구 목동동로 293,무료,,N,02-2644-1947,37.5283171,126.8759683,
혹등고래,경기도 시흥시 대골길 19 1층,무료,,N,032-341-5500,37.4489726,126.7903057,
양수면옥,경기도 고양시 일산동구 애니골길 34 양수면옥,무료,,N,031-901-3377,37.6707468,126.7917088,
나쓰부,경기도 안양시 동안구 시민대로136번길 13,무료,,N,031-427-8686,37.3881037,126.9482123,
고흐드키친,부산광역시 부산진구 전포대로199번길 30 1층,무료,,N,051-819-8872,35.1547474,129.0635484,
루스트플레이스 칠성로점,제주특별자치도 제주시 중앙로7길 3,무료,,N,064-752-9008,33.5149959,126.5253429,
등심팩토리,서울특별시 강남구 삼성로100길 23-8 1，2층 등심팩토리,무료,,N,02-558-1005,37.5104177,127.0573385,
누렁소,서울특별시 성북구 동소문로20가길 46,무료,,N,031-422-0307,37.5934523,127.0188071,
레알소만,부산광역시 부산진구 서면로 37 진흥빌딩 9층,무료,,N,051-817-2117,35.154023,129.057536,
우탐,세종특별자치시 만남로3길 5 JJ빌딩,무료,,N,044-867-7257,36.500444,127.2358965,
이수회관,광주광역시 북구 서암대로 283,무료,,N,02-534-3335,35.1661683,126.9147873,
한와담 판교점,경기도 성남시 분당구 판교역로 152 1층 1-2， 1-3,무료,,N,031-622-7182,37.3943721,127.1105411,
260도 분당점,경기도 성남시 분당구 성남대로 45 4층 260도,무료,,N,031-718-0260,37.340041,127.1085546,
우화등선,서울특별시 광진구 동일로30길 52 3층,무료,,N,02-499-2016,37.5474132,127.070223,
알로이타이,서울특별시 강남구 선릉로86길 15 현대선릉 GOLD TOWER,무료,,N,051-756-0275,37.5036302,127.0508453,
최우영식당 홍대점,서울특별시 마포구 월드컵북로4길 12,무료,,N,02-336-2951,37.5569489,126.9206714,
83비프,부산광역시 동래구 명륜로129번가길 6-7 1，2층,무료,,N,051-555-8253,35.2056996,129.0809975,
설화랑,경상북도 청도군 운문면 운문로 1082-15,무료,,N,02-2658-9282,35.6691883,129.0035607,
뉴욕바닷가재 분당점,경기도 성남시 분당구 분당로343번길 6-8 뉴욕바닷가재 분당본점,무료,,N,031-706-1171,37.3672575,127.1449901,
남자의부엌TWO,대구광역시 수성구 유니버시아드로 312 2층 남자의 부엌,무료,,N,053-818-2122,35.8296294,128.7047589,
남도미락,서울특별시 서초구 사평대로 150 궁전상가,무료,,N,031-715-2708,37.5007712,127.0007064,
온더블랙 순천조례점,전라남도 순천시 왕지4길 3-14,무료,,N,061-725-7903,34.9691804,127.526452,
경천애인2237,서울특별시 영등포구 국제금융로8길 31 지하2층 B203,무료,,N,02-553-2237,37.519746,126.9280666,
육통령 명동본점,서울특별시 중구 명동8나길 37-2,무료,,N,010-7445-9111,37.5611991,126.9828439,
인생화로,경기도 김포시 김포한강9로12번길 7-15 1F 인생화로,무료,,N,031-981-6227,37.638839,126.6270071,
청기와타운 잠실점,서울특별시 송파구 오금로 125 1층,무료,,N,02-420-8008,37.5118052,127.1091474,
파크루안 역삼점,서울특별시 강남구 논현로 430 아세아빌딩 지하 1층,무료,1,N,02-562-5565,37.49888,127.038283,
미래회관,서울특별시 마포구 마포대로 92 B동 1층 11호,무료,,N,,37.5425431,126.9521969,
대박횟집,경기도 구리시 안골로 76 1층,무료,,N,031-206-5999,37.5972333,127.139553,
260도 송도유원지점,인천광역시 연수구 청량로109번길 1,무료,,N,032-710-7260,37.4172786,126.6553378,
네모집 청담점,서울특별시 강남구 선릉로148길 28,무료,,N,02-516-3355,37.5226396,127.0418686,
길목,서울특별시 중구 퇴계로44길 29,무료,,N,02-518-9710,37.5607456,126.996863,
쉐프리,서울특별시 용산구 후암로28마길 2,무료,,N,031-766-4791,37.5494218,126.9802358,
갈비본질,경기도 김포시 양촌읍 김포한강4로 317 1층 갈비본질 프리미엄,무료,,N,031-997-1223,37.6507958,126.6480315,
이여곰탕 용산점,서울특별시 용산구 한강대로 136,무료,,N,02-792-2508,37.531418,126.9703876,
이뜰,서울특별시 종로구 대학로12길 61,무료,,N,02-3141-4459,37.5814058,127.0039979,
장수농장,전북특별자치도 전주시 완산구 홍산북로 21-7 스타빌딩 1층,무료,,N,042-485-6699,35.8181188,127.1038625,
천년소나무,경기도 하남시 서하남로19번길 62 천년소나무,무료,,N,02-477-4272,37.5197781,127.1458325,
안디아모,경기도 성남시 수정구 위례광장로 82 위례 보미리즌빌 상가 104-2호,무료,,N,055-365-1900,37.4719285,127.1411962,
국미대게,부산광역시 기장군 기장읍 읍내로104번길 3,무료,,N,051-721-7777,35.244666,129.2156952,
수린,서울특별시 용산구 한남대로 91 고메이 494 한남 지하2층 07호,무료,,N,02-515-9220,37.5365992,127.0044434,
소들녘 양지점,경기도 용인시 처인구 양지면 양지로 242 갈비명가 소들녘,무료,,N,031-322-3922,37.2351886,127.2955604,
금용문,서울특별시 종로구 새문안로5가길 7 세종클럽 2층,무료,,N,02-731-2502,37.5727418,126.9741314,
블랑쉐,경기도 성남시 분당구 성남대로925번길 16 성남종합터미날 지하1층,무료,,N,032-562-9090,37.413102,127.1272934,
라무진 미금역점,경기도 성남시 분당구 미금일로90번길 32 웰파크 113호,무료,,N,031-717-1584,37.3488301,127.1102265,
이올로화덕피자,서울특별시 서초구 강남대로39길 5 서초동두산위브,무료,,N,02-522-9994,37.4861829,127.0328523,
더콘서트,서울특별시 서초구 서초중앙로20길 40 B1,무료,,N,02-598-0788,37.4923319,127.016437,
한남북엇국 청담점,서울특별시 강남구 삼성로149길 27,무료,,N,02-3445-1988,37.5230754,127.0454054,
두어마리 양재점,서울특별시 서초구 양재천로23길 6 1층 두어마리,무료,,N,02-569-7777,37.4780814,127.0411858,
시실리(한남조개구이),서울특별시 용산구 한남대로21길 33 1층,유료,,N,02-796-6261,37.5333089,127.0066988,
시리얼고메2.0,경기도 용인시 수지구 손곡로 115 영주빌딩 1층,무료,,N,031-376-1015,37.3354105,127.0904561,
작은프랑스,경상북도 포항시 북구 중앙상가3길 16-1,유료,,N,02-2646-1955,36.0370421,129.3642048,
일편등심,서울특별시 중구 명동10길 18 3층,유료,,N,02-6212-1092,37.5629334,126.9852986,
꿈앤펀,서울특별시 용산구 신흥로20길 7,유료,,N,070-8888-0493,37.5461081,126.9849215,
빠박이,인천광역시 남동구 소래역로 12 1층 308호 빠박이네,무료,,N,031-677-7231,37.3987238,126.7371877,
청초수물회 강남점,서울특별시 강남구 압구정로28길 24 1층 청초수물회 강남점,유료,,N,02-516-5050,37.5250186,127.0275428,
오리도시,서울특별시 마포구 만리재옛길 56 1층 오리도시,유료,,N,02-715-9252,37.5485573,126.9575015,
바이킹스워프 코엑스점,서울특별시 강남구 영동대로 513 코엑스 컨벤션센터 2층,무료,,N,02-1644-4446,37.5116687,127.0602175,
시미시미,서울특별시 종로구 삼일대로30길 49,유료,,N,010-9049-8393,37.5744715,126.9905216,
파니니숲,부산광역시 남구 수영로358번길 36 수오피스텔,유료,,N,051-612-3624,35.1379151,129.1054324,
페스틴,경기도 수원시 영통구 광교중앙로 124 4층,유료,,N,02-512-3210,37.2857614,127.0574406,
강남보물섬,서울특별시 강남구 테헤란로20길 11-1 강남보물섬,무료,,N,02-566-3563,37.4990359,127.0347259,
봉우이층집,서울특별시 강남구 봉은사로18길 76 스타 팰리스,유료,,N,02-553-8454,37.5017696,127.0273733,
마우로아,서울특별시 광진구 능동로 320 1층 mau loa,유료,,N,010-8796-0635,37.5580703,127.0802212,
양산국밥,부산광역시 해운대구 좌동로10번길 75,유료,,N,051-703-3544,35.1678744,129.1727522,
봇타야산,서울특별시 서초구 방배중앙로 214,무료,,N,02-532-6565,37.4981887,126.985276,
청우참치,서울특별시 강남구 강남대로156길 18 1층,유료,,N,02-549-8356,37.5182187,127.0206634,
청하식당,서울특별시 종로구 자하문로10길 25,유료,,N,02-2254-7975,37.5794749,126.9728999,
빠넬로,서울특별시 마포구 어울마당로5길 29,유료,,N,02-322-0920,37.5494133,126.9190158,
진가와 여의도점,서울특별시 영등포구 국제금융로2길 17 씨티플라자 3층,무료,,N,02-782-9072,37.5240636,126.9260425,
우니꾸,서울특별시 동작구 국사봉1길 4,무료,,N,010-6589-2900,37.498688,126.9288177,
오!이탈리안,경기도 수원시 영통구 센트럴타운로 85,유료,,N,031-8077-4999,37.2916419,127.0500959,
스시아이,서울특별시 영등포구 국회대로76길 18 오성빌딩 지하1층 B006호,유료,,N,031-376-0720,37.5299831,126.9222464,
미연,서울특별시 종로구 종로 19,무료,,N,02-515-0066,37.5708344,126.9798606,
대왕곱창,서울특별시 구로구 새말로16길 29,무료,,N,02-830-7956,37.5042779,126.891177,
피양옥,서울특별시 강남구 압구정로36길 7 지상 1층， 2층,유료,,N,02-545-9311,37.5280679,127.0316164,
인브스키친,인천광역시 부평구 부평대로 39-6 1층 인브스키친,무료,,N,032-213-3027,37.4950902,126.722225,
136길 육미,서울특별시 강남구 언주로136길 9 2층 136길 육미,유료,,N,02-542-8899,37.5173723,127.0363502,
미각담다,서울특별시 서초구 남부순환로 2634-8 1층 101호,유료,,N,02-883-2224,37.4844001,127.0387931,
치뽈라,서울특별시 서초구 방배중앙로 212 서울시 서초구 방배동 751-2,유료,,N,02-599-8435,37.4979889,126.9852811,
참치명가,서울특별시 중구 퇴계로 210-27 대한장여관,무료,,N,02-3442-0017,37.5607967,126.9951179,
김수사,서울특별시 강남구 도산대로12길 7 지하1층,무료,,N,02-542-5235,37.5172231,127.0237562,
토도스,서울특별시 성동구 무학로 33 텐즈힐상가 154동 1층 107호,유료,,N,055-274-4100,37.5684844,127.025965,
성북동면옥집,서울특별시 성북구 대사관로 40,무료,,N,02-765-3450,37.595919,126.9886323,
벽돌집,서울특별시 광진구 동일로24길 100-4 1층 건대참숯벽돌집,유료,,N,02-403-6400,37.5422201,127.0703373,
그레이프바인,경기도 화성시 동탄순환대로5길 17 1층,무료,,N,031-662-0071,37.1662935,127.0996151,
모로모로,경기도 성남시 분당구 운중로 129,유료,,N,032-752-1211,37.3918818,127.0775255,
조인바이트(Joinvite),서울특별시 강남구 봉은사로68길 8 DECKS빌딩 1층,무료,,N,02-3444-3611,37.5113025,127.0498771,
랑골로(Langolo),대전광역시 유성구 엑스포로151번길 19 도룡하우스디어반 상가 D102， D103 랑골로,유료,,N,070-8826-1111,36.3758403,127.3956871,
제육원소,서울특별시 중구 장충단로7길 12-1,유료,,N,010-5449-7873,37.5625048,127.0057481,
따뚱,서울특별시 서초구 강남대로107길 6 본관 2층,무료,,N,02-6710-1888,37.5186447,127.0180922,
숙수도가,서울특별시 성북구 동소문로17길 28 1층 숙수도가,유료,,N,010-6471-2629,37.593562,127.0154307,
에이뿔램,서울특별시 광진구 능동로36길 36 2층 에이뿔램 군자점,유료,,N,02-517-5188,37.5556573,127.0810088,
투파인드피터,서울특별시 종로구 대학로10길 26 3층,무료,,N,010-2780-2311,37.5816415,127.0037053,
도마,서울특별시 종로구 종로16길 32-6,유료,,N,02-6925-4894,37.568741,126.9884587,
더 셰프,서울특별시 용산구 백범로77길 33 1층,유료,,N,051-626-0762,37.5399746,126.9652143,
바이킹스워프 롯데월드몰점,서울특별시 송파구 올림픽로 300 롯데월드몰 4층,무료,,N,02-1644-3210,37.5132384,127.1037831,
강소식당,서울특별시 강동구 올림픽로48길 28 1층 102호,유료,,N,02-540-1225,37.5289253,127.1214913,
굿또스시,대구광역시 중구 달구벌대로447길 37 1층 굿또스시,유료,,N,053-255-3534,35.8640928,128.6077153,
스시요코우,경기도 성남시 분당구 정자일로 177 3층,유료,,N,064-727-7272,37.3661439,127.1053908,
서동한우 강남점,서울특별시 서초구 서초대로74길 29 서초파라곤 2층,유료,,N,02-598-1997,37.4949505,127.0274412,
고기의잔치,서울특별시 성북구 성북로 13,유료,,N,02-730-7826,37.5893682,127.0046666,
초유향,경기도 고양시 덕양구 화수로14번길 24 2층,무료,,N,02-383-5724,37.643766,126.8305858,
푸치니,경기도 성남시 분당구 판교로25번길 6-3 1층,유료,,N,031-701-3398,37.3899151,127.0846358,
참치야,경기도 안양시 동안구 관평로182번길 43 삼일프라자 2층 참치야,유료,,N,031-384-3737,37.3940765,126.9625726,
유에서유,제주특별자치도 제주시 한림읍 한성길 4-1,무료,,N,02-2261-0314,33.4131604,126.2622921,
모연,서울특별시 마포구 토정로 318 영우빌딩 1층 모연 마포본점,무료,,N,02-704-0770,37.539509,126.9438139,
비노바인,서울특별시 서초구 반포대로23길 6 효진빌딩 B1,무료,,N,02-588-1408,37.4893194,127.0081595,
몽중식,서울특별시 마포구 동교로 257 2층,유료,,N,02-335-7567,37.5628337,126.9246557,
착한참치,경기도 성남시 분당구 성남대로172번길 12 현대아리온오피스텔,유료,,N,042-331-8548,37.350906,127.1100482,
달링키친,서울특별시 강남구 압구정로14길 34 3층,유료,,N,02-540-3460,37.5221232,127.0232535,
이플로네의 하루,서울특별시 마포구 와우산로29라길 21 1층 이플로네의 하루,유료,,N,02-3144-1882,37.554853,126.926904,
올라술고기,경기도 성남시 분당구 성남대로 51 포스빌 1층 128호 올라술고기,무료,,N,031-782-9777,37.3404855,127.1081054,
쇼린,제주특별자치도 서귀포시 중정로91번길 56 1층 쇼린 마라탕,무료,,N,02-512-3100,33.2516849,126.5618271,
스시츠루,서울특별시 강남구 테헤란로14길 8 강남역두산위브센티움 지하1층,유료,,N,050-6515-0993,37.498657,127.0329431,
한아람 방이점,서울특별시 송파구 위례성대로 34 지산빌딩,유료,,N,02-415-7277,37.5157594,127.1159063,
임뻬라또(Imperato),서울특별시 송파구 올림픽로37길 130 3층 308호,유료,,N,02-420-2131,37.520742,127.1045119,
뚝심한우 선릉역점,서울특별시 강남구 테헤란로 410 금강타워 B1,무료,,N,02-553-9299,37.5045715,127.0507462,
자맛풍,서울특별시 서초구 남부순환로356길 18-5 3층,무료,,N,02-579-7284,37.4840396,127.0375695,
황금콩밭,서울특별시 마포구 마포대로16길 9,유료,,N,02-313-2952,37.5509597,126.9567133,
제주삼육돈,경기도 안산시 단원구 광덕2로 155-16 1층,유료,,N,02-508-3536,37.3112149,126.8280059,
프레스코,경기도 광주시 곤지암읍 새재길190번길 31-14,유료,,N,02-554-7789,37.3428775,127.4087019,
꽁냥꽁양고기,인천광역시 서구 승학로 531,유료,,N,070-8840-9292,37.5662287,126.6790394,
